name,url,city,type,established,beverage_count
 Horse & Plow,https://www.ratebeer.com/brewers/horse-plow/36062/,Sebastopol,Cidery,2018,   2
 Horse and Plow,https://www.ratebeer.com/brewers/horse-and-plow/47469/,Sebastopol,Cidery,2021,   1
 Humboldt Cider Company,https://www.ratebeer.com/brewers/humboldt-cider-company/23657/,Eureka,Cidery,2015,   21
 Indigeny Reserve,https://www.ratebeer.com/brewers/indigeny-reserve/18309/,Sonora,Cidery,2013,   3
 Jean Marie Cidery,https://www.ratebeer.com/brewers/jean-marie-cidery/28078/,Paso Robles,Cidery,2016,   2
 Julian CiderWorks,https://www.ratebeer.com/brewers/julian-ciderworks/36972/,Julian,Cidery,2018,   2
 Julian Hard Cider,https://www.ratebeer.com/brewers/julian-hard-cider/11452/,Julian,Cidery,2010,   18
 Krazy Farm Cider,https://www.ratebeer.com/brewers/krazy-farm-cider/41472/,Aptos,Cidery,2019,   4
 Lassen Traditional Cidery,https://www.ratebeer.com/brewers/lassen-traditional-cidery/30501/,Chico,Cidery,2017,   6
 Leaky Barrel Cider Company,https://www.ratebeer.com/brewers/leaky-barrel-cider-company/37225/,,Cidery,2018,   2
 Martinelli's Hard Cider Co.,https://www.ratebeer.com/brewers/martinelli39s-hard-cider-co/43437/,Watsonville,Cidery,2020,   1
 Mission-Trail Cider Company,https://www.ratebeer.com/brewers/mission-trail-cider-company/29681/,Bradley,Cidery,2016,   55
 Moonland Wines,https://www.ratebeer.com/brewers/moonland-wines/48150/,Berkeley,Cidery,2022,   6
 Motorcycle Wines / Troy Cider,https://www.ratebeer.com/brewers/motorcycle-wines-troy-cider/20420/,San Francisco,Cidery,2014,   3
 Mount Diablo Cider Company,https://www.ratebeer.com/brewers/mount-diablo-cider-company/47248/,Lafayette,Cidery,2021,   1
 Murray's Cyder,https://www.ratebeer.com/brewers/murrays-cyder/11212/,Forestville,Cidery,2010,   2
 Newtopia Cyder,https://www.ratebeer.com/brewers/newtopia-cyder/31169/,San Diego,Cidery,2017,   63
 NItty's Cider,https://www.ratebeer.com/brewers/nitty39s-cider/42147/,Clarksburg,Cidery,2019,   3
 Pacific Grove Ciderworks,https://www.ratebeer.com/brewers/pacific-grove-ciderworks/47470/,Pacific Grove ,Cidery,2021,   1
 Philo Apple Farm (Bates & Schmitt),https://www.ratebeer.com/brewers/philo-apple-farm-bates-schmitt/22269/,Philo,Cidery,1998,   1
 Raging Cider & Mead,https://www.ratebeer.com/brewers/raging-cider-mead/36975/,San Marcos,Cidery,2018,   18
 Ratel Cider,https://www.ratebeer.com/brewers/ratel-cider/27538/,Monterey,Cidery,2016,   2
 Red Branch Cider & Brewing Company,https://www.ratebeer.com/brewers/red-branch-cider-brewing-company/20288/,Sunnyvale,Cidery,1995,   15
 Redwood Coast Cider,https://www.ratebeer.com/brewers/redwood-coast-cider/30351/,San Carlos,Cidery,2017,   28
 Reef Points,https://www.ratebeer.com/brewers/reef-points/20416/,Cayucos,Cidery,2014,   1
 Rider Ranch Ciderworks,https://www.ratebeer.com/brewers/rider-ranch-ciderworks/28200/,Los Gatos,Cidery,2016,   3
 Santa Cruz Cider Company,https://www.ratebeer.com/brewers/santa-cruz-cider-company/20417/,Watsonville,Cidery,2014,   18
 Serpentine Cider,https://www.ratebeer.com/brewers/serpentine-cider/33152/,San Diego,Cidery,2017,   21
 Sierra Cider Farm and Cidery,https://www.ratebeer.com/brewers/sierra-cider-farm-and-cidery/29879/,Mariposa,Cidery,2017,   3
 Sincere Cider,https://www.ratebeer.com/brewers/sincere-cider/44101/,Oakland,Cidery,2020,   2
 SLO Cider Co.,https://www.ratebeer.com/brewers/slo-cider-co/47564/,San Luis Obispo,Cidery,2021,   18
 Sonoma Cider (Full Circle Brewing),https://www.ratebeer.com/brewers/sonoma-cider-full-circle-brewing/3800/,Fresno,Cidery,2003,   11
 South City Ciderworks,https://www.ratebeer.com/brewers/south-city-ciderworks/23962/,San Bruno,Cidery,2015,   10
 Southern California Cider Co,https://www.ratebeer.com/brewers/southern-california-cider-co/46551/,Carson,Cidery,2021,   2
 Specific Gravity Cider Company,https://www.ratebeer.com/brewers/specific-gravity-cider-company/20419/,Sebastopol,Cidery,2014,   2
 Stir Cider Company,https://www.ratebeer.com/brewers/stir-cider-company/36174/,,Cidery,2018,   7
 Storum Ranch Cider & Wine,https://www.ratebeer.com/brewers/storum-ranch-cider-wine/50647/,Julian,Cidery,2022,   1
 Surf City Cider / Hallcrest Vineyards,https://www.ratebeer.com/brewers/surf-city-cider-hallcrest-vineyards/18072/,Felton,Cidery,2013,   4
 Sutton Cellars,https://www.ratebeer.com/brewers/sutton-cellars/16944/,San Francisco,Cidery,2013,   1
 Tag + Jug Cider Company,https://www.ratebeer.com/brewers/tag-jug-cider-company/25606/,San Francisco,Cidery,2016,   5
 Tanuki Cider,https://www.ratebeer.com/brewers/tanuki-cider/33171/,Soquel,Cidery,2017,   1
 TenFiveOne Cider Co.,https://www.ratebeer.com/brewers/tenfiveone-cider-co/43989/,Morgan Hill,Cidery,2020,   2
 Thomas Brothers Hard Cider Company,https://www.ratebeer.com/brewers/thomas-brothers-hard-cider-company/42204/,Berkeley ,Cidery,2018,   3
 Tilted Shed Ciderworks,https://www.ratebeer.com/brewers/tilted-shed-ciderworks/16932/,Forestville,Cidery,2013,   8
 Tin City Cider Company,https://www.ratebeer.com/brewers/tin-city-cider-company/29014/,Paso Robles,Cidery,2016,   14
 Turquoise Barn Cider,https://www.ratebeer.com/brewers/turquoise-barn-cider/30678/,Ramona,Cidery,2017,   4
 Twin Hills Hard Cider,https://www.ratebeer.com/brewers/twin-hills-hard-cider/45567/,Sebastopol,Cidery,2021,   1
 Two Broads Cider,https://www.ratebeer.com/brewers/two-broads-cider/44044/,San Luis Obispo,Cidery,2020,   1
 Two Rivers Cider Company,https://www.ratebeer.com/brewers/two-rivers-cider-company/3858/,Sacramento,Cidery,2003,   42
 Xaiko,https://www.ratebeer.com/brewers/xaiko/44010/,Pleasanton,Cidery,2020,   1
